rate_requests_s,run_id,time_s,measured_w_per_gpu,predicted_w_per_gpu
1.0,153,123,444.19999999999993,439.56494711984396
1.0,153,124,454.505,438.685040429703
1.0,153,125,460.19500000000005,442.1769854638869
1.0,153,126,441.96999999999997,439.74548223779334
1.0,153,127,439.7075,435.79431848856996
1.0,153,128,442.37,436.8969762885696
1.0,153,129,455.83750000000003,442.0551762234171
1.0,153,130,451.1875,443.7932809196189
1.0,153,131,440.855,438.93925516483966
1.0,153,132,453.4375,436.8769735517672
1.0,153,133,454.8825,437.3592073065092
1.0,153,134,447.08000000000004,436.2016842087284
1.0,153,135,441.11,435.94071581218736
1.0,153,136,447.4175,436.37931340004116
1.0,153,137,444.2175,436.20559864671543
1.0,153,138,444.38750000000005,435.46330275813796
1.0,153,139,439.50750000000005,438.5128835122747
1.0,153,140,409.5,406.9255758404199
1.0,153,141,342.24,344.04070208629
1.0,153,142,326.0775,324.1147249732762
1.0,153,143,441.135,434.4939348524323
1.0,153,144,320.505,332.9238950404826
1.0,153,145,384.655,376.52138112589284
1.0,153,146,443.395,440.28074248189637
1.0,153,147,335.055,349.8300150859087
1.0,153,148,131.14,131.38508345789614
1.0,153,149,122.2675,120.355
1.0,153,150,121.92,120.355
1.0,153,151,121.675,120.355
1.0,153,152,166.8625,138.65580850451263
1.0,153,153,370.34000000000003,362.6228379139843
1.0,153,154,185.0025,214.49082941013606
1.0,153,155,196.89499999999998,199.4021717790996
1.0,153,156,336.235,290.12466363059747
1.0,153,157,437.805,435.5151936451132
1.0,153,158,441.31500000000005,436.76585275413595
1.0,153,159,445.1625,437.57282026730275
1.0,153,160,445.76,438.5638799358408
1.0,153,161,444.525,436.92387163242506
1.0,153,162,443.455,438.6613586975904
1.0,153,163,437.9625,436.27927699097705
1.0,153,164,435.7025,436.3001523119544
1.0,153,165,438.695,435.84939915695304
1.0,153,166,438.685,439.46176890684194
1.0,153,167,442.68125000000003,436.416502976871
1.0,153,168,442.65999999999997,434.87969975469605
1.0,153,169,441.3,434.95488913511923
1.0,153,170,366.12249999999995,355.7597599603047
1.0,153,171,136.46249999999998,137.31096084688576
1.0,153,172,328.52250000000004,333.2845602069357
1.0,153,173,437.675,437.1521922812351
1.0,153,174,440.1325,439.11507925563603
1.0,153,175,443.7425,441.44934909717927
1.0,153,176,442.26500000000004,439.96007628750493
1.0,153,177,455.0625,443.723093084976
1.0,153,178,454.565,436.50697552991323
1.0,153,179,444.04999999999995,435.7239694742709
1.0,153,180,440.84000000000003,436.2107090077998
1.0,153,181,444.46500000000003,438.8700569091267
1.0,153,182,442.5925,439.97330980300745
1.0,153,183,452.875,438.7371538959284
1.0,153,184,454.885,437.4686686694753
1.0,153,185,457.95,436.95527054009625
1.0,153,186,451.505,442.242382163455
1.0,153,187,443.4225,435.3829766199678
1.0,153,188,447.88500000000005,437.7959074767235
1.0,153,189,446.3275,437.61811258473085
1.0,153,190,441.5975,436.33252086304947
1.0,153,191,443.57250000000005,442.3001978954276
1.0,153,192,456.065,438.76561426023875
1.0,153,193,456.88,437.2295675921414
1.0,153,194,455.0575,440.1458740166846
1.0,153,195,309.825,376.4565537641128
1.0,153,196,254.36499999999998,226.60601454223018
1.0,153,197,430.3025,432.24960198633846
1.0,153,198,440.97249999999997,437.4650307649038
1.0,153,199,445.87,441.7125010393668
1.0,153,200,453.65,438.04114848116046
1.0,153,201,444.445,438.5174751785488
1.0,153,202,445.90999999999997,439.3525500338707
1.0,153,203,442.65999999999997,438.18478980147796
1.0,153,204,260.235,305.05277694152005
1.0,153,205,136.81,145.99618308429584
1.0,153,206,122.4825,120.355
1.0,153,207,122.16875,120.355
1.0,153,208,122.0225,120.355
1.0,153,209,220.86,234.91435146319728
1.0,153,210,429.57000000000005,432.08322512085675
1.0,153,211,438.4625,443.6693934366393
1.0,153,212,316.755,319.4298473438342
1.0,153,213,395.18500000000006,399.0089193184881
1.0,153,214,331.6075,329.7421788504292
1.0,153,215,133.87,137.00260582078525
1.0,153,216,357.3075,358.794246485491
1.0,153,217,437.7925,435.3249374919157
1.0,153,218,421.66499999999996,422.17864176145576
1.0,153,219,405.4925,406.7235912699889
1.0,153,220,424.97999999999996,426.8958424130574
1.0,153,221,293.0775,300.0621364674157
1.0,153,222,136.38,120.355
1.0,153,223,121.8125,120.355
1.0,153,224,307.105,301.90634960822035
1.0,153,225,438.36,436.2989126395235
1.0,153,226,450.5875,436.76011585510037
1.0,153,227,443.1725,435.86192505033137
1.0,153,228,440.08000000000004,437.05118003161846
1.0,153,229,446.9525,437.4978011713807
1.0,153,230,454.48,439.3002475465363
1.0,153,231,437.9425,441.3303478714872
1.0,153,232,443.9375,441.89163120095327
1.0,153,233,451.99,439.8979783752711
1.0,153,234,455.0075,441.41552277164544
1.0,153,235,412.7125,423.3271109697723
1.0,153,236,345.99,368.89771178106975
1.0,153,237,438.7,444.59867892603364
1.0,153,238,438.495,435.96214252030865
1.0,153,239,440.7875,436.9431385870616
1.0,153,240,438.89500000000004,440.764061185221
1.0,153,241,442.5325,436.4146979762287
1.0,153,242,441.65500000000003,436.5109712115355
1.0,153,243,441.395,435.97936763308917
1.0,153,244,443.29999999999995,436.750949588931
1.0,153,245,441.43249999999995,435.4234609687515
1.0,153,246,437.2075,437.01492536840937
1.0,153,247,439.95,439.44196677400754
1.0,153,248,330.235,348.0887809836022
1.0,153,249,287.4975,278.61336448212256
1.0,153,250,446.40250000000003,441.40062278542047
1.0,153,251,442.205,436.202367740393
1.0,153,252,436.49,435.55615340758567
1.0,153,253,405.4325,423.5698397735596
1.0,153,254,357.72249999999997,344.32479344223043
1.0,153,255,443.83500000000004,443.08316065300704
1.0,153,256,441.78,434.59119789073026
1.0,153,257,330.3325,370.24368724655847
1.0,153,258,430.63249999999994,405.1460329780118
1.0,153,259,371.8975,401.16502153998044
1.0,153,260,311.0375,283.2947612052464
1.0,153,261,441.81500000000005,437.80609340839214
1.0,153,262,441.71999999999997,437.067892688121
1.0,153,263,439.58250000000004,435.24812503197813
1.0,153,264,442.44,434.5543665337434
1.0,153,265,441.97625000000005,434.61603369000187
1.0,153,266,439.6075,435.66565887277704
1.0,153,267,440.2850000000001,435.07554924463795
1.0,153,268,442.565,435.4476367753828
1.0,153,269,440.73749999999995,435.7379538948856
1.0,153,270,438.30000000000007,435.31586577113944
1.0,153,271,424.99,428.23146239790583
1.0,153,272,408.02,414.5329963318959
1.0,153,273,443.205,434.8256697858524
1.0,153,274,434.78499999999997,434.9009847894441
1.0,153,275,234.55,264.1552886839231
1.0,153,276,125.28999999999999,120.355
1.0,153,277,128.39,125.20189954878958
1.0,153,278,134.94,134.89569864636874
1.0,153,279,208.96499999999997,190.35362194667073
1.0,153,280,423.535,419.5679304044355
1.0,153,281,433.5275,435.4857906073843
1.0,153,282,436.4525,435.2112969619983
1.0,153,283,442.10749999999996,436.67138947072976
1.0,153,284,437.4525,435.3086304734521
1.0,153,285,295.915,319.80001776862593
1.0,153,286,411.05,385.96020566272205
1.0,153,287,442.47249999999997,437.7863330114496
1.0,153,288,312.625,370.1706322164126
1.0,153,289,122.8775,137.69984604676375
1.0,153,290,270.93499999999995,218.42424948655554
1.0,153,291,439.3225,430.5228269748249
1.0,153,292,444.4375,436.9254942113814
1.0,153,293,452.47499999999997,439.5776600550082
1.0,153,294,455.19500000000005,437.2876560026958
1.0,153,295,444.5975,439.0873653358509
1.0,153,296,432.49,441.0513431157991
1.0,153,297,436.335,435.722391584414
1.0,153,298,443.0975,436.84996542360955
1.0,153,299,442.84,435.4074183159312
1.0,153,300,437.71000000000004,433.28903238163343
1.0,153,301,250.10999999999999,241.17028492979745
1.0,153,302,325.8225,337.6269800592062
1.0,153,303,360.4525,348.9864196151607
1.0,153,304,132.76250000000002,131.12842339979113
1.0,153,305,270.07,268.3787389821756
1.0,153,306,440.315,434.4500081366379
1.0,153,307,437.62,434.7498135153926
1.0,153,308,439.83500000000004,434.82507373017893
1.0,153,309,449.81,441.9218404914512
1.0,153,310,450.995,441.6572947775242
1.0,153,311,456.8725,440.6925017655084
1.0,153,312,447.96500000000003,441.03446480060177
1.0,153,313,449.155,441.54919524789807
1.0,153,314,451.80499999999995,442.0709982561205
1.0,153,315,456.43,442.84500036413954
1.0,153,316,442.5675,436.87959362862773
1.0,153,317,428.43,423.08692227897086
1.0,153,318,294.53499999999997,299.7307100985025
1.0,153,319,436.6675,428.0699414195419
1.0,153,320,455.24499999999995,445.7652127246067
1.0,153,321,455.08500000000004,443.0506927410734
1.0,153,322,467.82,438.4310577916207
1.0,153,323,467.615,439.1967277923959
1.0,153,324,473.03,444.2145926600757
1.0,153,325,463.7075,439.62853976507074
1.0,153,326,451.57,438.0833447433272
1.0,153,327,444.49250000000006,437.87004942049873
1.0,153,328,444.24750000000006,437.07328092943345
1.0,153,329,445.83,436.44424230711525
1.0,153,330,451.3325,439.1811705861305
1.0,153,331,461.475,442.92918621356966
1.0,153,332,457.2825,438.3712706479034
1.0,153,333,467.59,446.1116390848939
1.0,153,334,453.3375,440.16813133705523
1.0,153,335,446.07,437.5690287112359
1.0,153,336,288.5925,292.79247990295335
1.0,153,337,238.76,231.57192815430503
1.0,153,338,416.995,403.7328322361632
1.0,153,339,413.9975,420.2536156763788
1.0,153,340,196.515,207.13690630069289
1.0,153,341,177.6275,170.6143402729163
1.0,153,342,384.1575,363.0421466950455
1.0,153,343,441.24999999999994,436.97795535607463
1.0,153,344,448.255,437.0637451707729
1.0,153,345,359.35,360.35758406072864
1.0,153,346,439.275,427.46064023626053
1.0,153,347,442.0,434.83731525570624
1.0,153,348,441.65,434.5980098222406
1.0,153,349,453.9075,439.3473109742039
1.0,153,350,444.6424999999999,436.2085544261213
1.0,153,351,445.1825,436.3440663705221
1.0,153,352,454.495,437.4944032019327
1.0,153,353,445.0525,437.02283421586
1.0,153,354,432.5575,435.84724749177815
1.0,153,355,432.02,436.60498151602815
1.0,153,356,441.06,437.15745622429137
1.0,153,357,449.04,440.0869318437922
1.0,153,358,442.805,435.5631044062517
1.0,153,359,353.33000000000004,364.82434005154425
1.0,153,360,352.7625,335.99353109398027
1.0,153,361,230.195,260.7342914147402
1.0,153,362,254.385,212.86500402164313
1.0,153,363,440.91749999999996,427.7845256770337
1.0,153,364,439.97999999999996,434.73831288732515
1.0,153,365,440.26250000000005,435.6896328112024
1.0,153,366,451.71750000000003,436.75021519273963
1.0,153,367,459.2925,437.70593856911995
1.0,153,368,447.02750000000003,436.2695428382011
1.0,153,369,251.14000000000001,300.4992084511269
1.0,153,370,178.8675,165.497435787097
1.0,153,371,163.285,164.54232282169232
1.0,153,372,343.65500000000003,321.4916284920244
1.0,153,373,197.275,216.5405735709128
1.0,153,374,382.14,344.71305304536196
1.0,153,375,427.36,436.8714593016273
1.0,153,376,217.005,266.5445200695282
1.0,153,377,214.11,174.8212171566871
1.0,153,378,422.2775,410.91349582206476
1.0,153,379,438.21500000000003,435.6782131105111
1.0,153,380,450.0925,437.47212605810205
1.0,153,381,445.28249999999997,435.9569996624751
1.0,153,382,422.56000000000006,429.7132368698111
1.0,153,383,216.02374999999998,219.53392800625406
1.0,153,384,204.695,205.62014799160752
1.0,153,385,189.7625,181.19239201398406
1.0,153,386,357.175,358.1387868251149
1.0,153,387,386.05,383.84478978922346
1.0,153,388,172.75,172.12105632153634
1.0,153,389,382.9625,386.019155846912
1.0,153,390,274.1825,272.0611281253255
1.0,153,391,130.315,127.20193718714684
1.0,153,392,205.695,201.11384817526064
1.0,153,393,380.23,387.4358344460603
1.0,153,394,437.15999999999997,435.5970418731973
1.0,153,395,435.39250000000004,434.9174580429617
1.0,153,396,438.0825,435.10169735665545
1.0,153,397,440.12,434.64036038271126
1.0,153,398,434.6875,434.51481406071775
1.0,153,399,432.52,434.8211245842933
1.0,153,400,403.0875,397.08447882939464
1.0,153,401,221.48999999999998,214.64213242680478
1.0,153,402,238.7675,237.07462297256222
1.0,153,403,426.6525,426.3056196120456
1.0,153,404,453.62499999999994,446.9184753915745
1.0,153,405,460.135,448.87650111198
1.0,153,406,447.265,441.4264404090741
1.0,153,407,441.8425,435.15374722576985
1.0,153,408,442.02750000000003,434.7193027821062
1.0,153,409,312.995,342.6287927771628
1.0,153,410,352.945,349.8290883456425
1.0,153,411,408.7375,411.6349369995796
1.0,153,412,173.73,176.05685536851152
1.0,153,413,124.52749999999999,120.355
1.0,153,414,172.085,162.1771853020433
1.0,153,415,370.37750000000005,357.440586770261
1.0,153,416,448.63750000000005,438.0103312065305
1.0,153,417,455.8975,437.8324622206035
1.0,153,418,452.355,436.2338061967765
1.0,153,419,441.53,434.59504192234294
1.0,153,420,440.555,434.6327545559932
1.0,153,421,443.4225,435.5610702919218
1.0,153,422,442.1975,436.0120983433894
1.0,153,423,442.7075,444.2377236624375
1.0,153,424,446.645,438.2541413085047
1.0,153,425,454.57,440.150631966055
1.0,153,426,448.9,436.9856830730498
1.0,153,427,452.5375,442.66801792546556
1.0,153,428,456.725,439.8003266108636
1.0,153,429,453.89,438.8607210748463
1.0,153,430,461.145,440.72388665953844
1.0,153,431,446.66,436.0271912278108
1.0,153,432,446.285,437.8036326447723
1.0,153,433,385.22499999999997,402.695144372164
1.0,153,434,147.95749999999998,163.65521782759654
1.0,153,435,306.8775,278.39846119576976
1.0,153,436,446.94,439.72748563808335
1.0,153,437,445.39750000000004,438.2489678895999
1.0,153,438,454.195,439.3915118976243
1.0,153,439,438.0575,435.417892231364
1.0,153,440,232.1725,272.0781132953956
1.0,153,441,147.285,135.51726306404316
1.0,153,442,386.73,362.29353379949947
1.0,153,443,416.2525,427.09434663767365
1.0,153,444,183.1075,215.3432711723653
1.0,153,445,162.80249999999998,149.81774776502652
1.0,153,446,122.26500000000001,130.1759159216755
1.0,153,447,144.0125,132.03910447942815
1.0,153,448,341.085,317.6506005819317
1.0,153,449,174.2975,209.72931167801877
1.0,153,450,121.555,120.355
1.0,153,451,121.2875,120.355
1.0,153,452,150.0625,132.94806210759862
1.0,153,453,391.665,358.2014218498036
1.0,153,454,438.155,434.58602495257963
1.0,153,455,408.13250000000005,426.251325777388
1.0,153,456,324.28749999999997,331.13370428547387
1.0,153,457,438.2025,439.56666894506503
1.0,153,458,452.43499999999995,442.38258418149536
1.0,153,459,456.945,436.34700848616296
1.0,153,460,443.515,435.5030686323367
1.0,153,461,404.845,412.6373484725249
1.0,153,462,431.33,428.3442759892748
1.0,153,463,401.46250000000003,401.949710770098
1.0,153,464,385.985,391.09411298087264
1.0,153,465,391.0775,386.56742135132305
1.0,153,466,426.65250000000003,428.05804904828415
1.0,153,467,388.14,390.3670356220531
1.0,153,468,438.3075,435.98225385611346
1.0,153,469,438.35,434.7240346726328
1.0,153,470,436.13,434.6649047364267
1.0,153,471,426.565,434.62583217594727
1.0,153,472,434.5475,435.2227265737217
1.0,153,473,362.0975,380.12380132163446
1.0,153,474,363.615,346.7945368037243
1.0,153,475,374.255,389.0668037845952
1.0,153,476,168.5175,170.87838721401548
1.0,153,477,390.3125,368.87123132409675
1.0,153,478,439.5225,435.1542875501032
1.0,153,479,440.63249999999994,435.92886694443115
1.0,153,480,442.65250000000003,435.54014322614506
1.0,153,481,259.385,314.0274794392238
1.0,153,482,145.4025,134.74742955666693
1.0,153,483,382.19,359.8230292837274
1.0,153,484,439.7075,434.4773891613886
1.0,153,485,389.88874999999996,397.06433844894195
1.0,153,486,154.905,161.42495333380515
1.0,153,487,124.11,120.355
1.0,153,488,197.45,189.7704108779434
1.0,153,489,409.8025,402.69665195063044
1.0,153,490,452.9225,439.30590908307846
1.0,153,491,452.9575,442.20263917226725
1.0,153,492,444.895,438.226609028491
1.0,153,493,464.75,438.0037138771014
1.0,153,494,454.15500000000003,437.58383543831343
1.0,153,495,450.3525,435.7989107804692
1.0,153,496,431.0325,430.1679874826517
1.0,153,497,219.81250000000003,239.92662093963003
1.0,153,498,309.3325,296.2581404868542
1.0,153,499,360.80499999999995,367.26741353456816
1.0,153,500,133.5575,136.43896788865902
1.0,153,501,250.45999999999998,234.66059261849924
1.0,153,502,436.79,436.1054639900419
1.0,153,503,439.475,437.3248895224127
1.0,153,504,458.88,447.8484491332404
1.0,153,505,456.12500000000006,439.8550323900979
1.0,153,506,453.8725,440.50905896817176
1.0,153,507,458.21000000000004,438.0873272850416
1.0,153,508,457.2725,440.97524419115376
1.0,153,509,448.195,436.53503471165914
1.0,153,510,380.695,405.831419012486
1.0,153,511,364.25250000000005,368.2686384351755
1.0,153,512,440.4025,434.61714346086967
1.0,153,513,448.835,443.9611036582449
1.0,153,514,455.15749999999997,444.27490836875035
1.0,153,515,449.7025,437.42437126890144
1.0,153,516,441.16749999999996,437.64291296211945
1.0,153,517,443.735,437.7767030902809
1.0,153,518,443.0675,435.5190227623417
1.0,153,519,443.02750000000003,437.54004018340385
1.0,153,520,443.59000000000003,436.8629404200226
1.0,153,521,437.8225,436.1519888691122
1.0,153,522,430.3675,435.64124116988955
1.0,153,523,444.1825,438.03656690356246
1.0,153,524,459.77750000000003,444.12244359445526
1.0,153,525,433.4225,432.3351581438889
1.0,153,526,435.48,433.96706127695444
1.0,153,527,439.5725,435.42562589233216
1.0,153,528,336.56499999999994,329.6551333635351
1.0,153,529,255.39,253.08183443818754
1.0,153,530,438.4025,437.50822288997097
1.0,153,531,440.4375,438.126602987017
1.0,153,532,455.605,442.90233155660235
1.0,153,533,448.45,437.85037638644366
1.0,153,534,443.865,436.6952246164081
1.0,153,535,227.36249999999998,248.83997189530186
1.0,153,536,125.495,120.355
1.0,153,537,124.635,120.355
1.0,153,538,319.485,292.92879343431395
1.0,153,539,345.885,358.7616545065823
1.0,153,540,242.18749999999997,236.5755271908145
1.0,153,541,361.7675,341.6241189934134
1.0,153,542,438.47,434.4681772411707
1.0,153,543,438.5125,434.5443259866406
1.0,153,544,423.4225,429.31033788993557
1.0,153,545,205.36749999999998,228.47733801675975
1.0,153,546,128.6275,123.38087544687691
1.0,153,547,316.07,278.3798892222346
1.0,153,548,380.435,394.1184072794118
1.0,153,549,155.1825,165.0932112744333
1.0,153,550,236.09,215.67697208917875
1.0,153,551,274.3075,287.69443162286416
1.0,153,552,225.785,210.6474269442315
1.0,153,553,440.28,425.7850127415569
1.0,153,554,445.515,437.0976304214091
1.0,153,555,443.7325,436.41396958063285
1.0,153,556,438.95,434.936667003917
1.0,153,557,404.92500000000007,410.3441932546425
1.0,153,558,438.70500000000004,427.6793586892756
1.0,153,559,440.605,435.81738039165396
1.0,153,560,392.50750000000005,414.78159093699793
1.0,153,561,212.5175,221.19581241851972
1.0,153,562,165.89000000000001,173.64587482921922
1.0,153,563,195.33,169.10359721315078
1.0,153,564,429.2475,408.8803740436073
1.0,153,565,283.1325,326.1464477115753
1.0,153,566,149.1975,136.57394405558034
1.0,153,567,389.18,359.8309836422116
1.0,153,568,442.2225,437.0239934881696
1.0,153,569,436.91499999999996,434.55535173258795
1.0,153,570,447.0725,440.4295126464518
1.0,153,571,375.42,401.52222885847436
1.0,153,572,201.75249999999997,234.4933586036469
1.0,153,573,122.1575,120.355
1.0,153,574,121.805,120.355
1.0,153,575,180.915,172.47383936280858
1.0,153,576,151.6875,154.53877887236908
1.0,153,577,136.325,126.78596419614667
1.0,153,578,354.315,339.81447279862397
1.0,153,579,439.0925,435.524984236931
1.0,153,580,437.1275,435.3498021843195
1.0,153,581,318.7825,339.60700401375357
1.0,153,582,354.265,335.21839041852877
1.0,153,583,438.06,434.6443535557944
1.0,153,584,300.7525,312.80235949163114
1.0,153,585,354.2725,345.1572709055329
1.0,153,586,440.6775,434.46146641853693
1.0,153,587,447.3825,440.8721552373245
1.0,153,588,437.8025,438.3034233785586
1.0,153,589,434.9975,436.08539577271387
1.0,153,590,443.86,439.22847977950073
1.0,153,591,457.98749999999995,445.64969004916736
1.0,153,592,446.35749999999996,435.69793870128785
1.0,153,593,445.5325,436.3472442964345
1.0,153,594,455.33000000000004,439.31174299349107
1.0,153,595,448.505,438.43951098667833
1.0,153,596,377.695,395.559972761066
1.0,153,597,194.93,220.03385781592925
1.0,153,598,333.5075,291.1338114962092
1.0,153,599,441.40250000000003,438.3279410681274
2.0,157,0,437.43,435.13785155679227
2.0,157,1,437.93999999999994,435.66611300653176
2.0,157,2,440.08500000000004,441.68526969641084
2.0,157,3,439.7875,443.3541183236562
2.0,157,4,443.665,435.8343383222907
2.0,157,5,448.10749999999996,436.3676775262451
2.0,157,6,447.28,438.57612427541585
2.0,157,7,446.04,442.8407502260278
2.0,157,8,448.5475,437.51336611483003
2.0,157,9,452.8975,446.29413414876467
2.0,157,10,448.6875,438.98470145548504
2.0,157,11,441.13,440.65910289489335
2.0,157,12,445.525,439.84092554092115
2.0,157,13,440.85249999999996,435.1956664561951
2.0,157,14,443.84000000000003,438.44923517332717
2.0,157,15,465.8225,447.5492707933044
2.0,157,16,450.7125,444.27586482704027
2.0,157,17,437.875,436.3364517911847
2.0,157,18,445.25,436.40146254893455
2.0,157,19,418.47999999999996,423.0241101936625
2.0,157,20,370.41625,381.4935341013355
2.0,157,21,449.5075,442.47503458358017
2.0,157,22,448.215,437.39489276885
2.0,157,23,458.0425,440.46773538909946
2.0,157,24,458.885,446.3018152503099
2.0,157,25,439.2075,440.96295281919606
2.0,157,26,449.035,452.6328683558453
2.0,157,27,458.39250000000004,442.44966040637917
2.0,157,28,437.14,431.1206902215837
2.0,157,29,314.8,338.7857352076172
2.0,157,30,444.90000000000003,447.58198826426326
2.0,157,31,462.91999999999996,446.9417538577283
2.0,157,32,475.3975,448.5401658013666
2.0,157,33,474.86,444.8560539811603
2.0,157,34,470.7925,440.6464687145925
2.0,157,35,354.3925,407.5275492277822
2.0,157,36,187.1025,209.4458498726192
2.0,157,37,161.5325,145.32623602888071
2.0,157,38,403.89,389.14996646359214
2.0,157,39,457.7875,450.45636643729193
2.0,157,40,450.03000000000003,445.29608034729074
2.0,157,41,453.07750000000004,446.73405740601083
2.0,157,42,456.85249999999996,441.20997104479454
2.0,157,43,460.5075,442.6967398716573
2.0,157,44,452.1025,441.5657369161363
2.0,157,45,450.3975,443.88885287181074
2.0,157,46,460.2675,445.5019741899549
2.0,157,47,465.66499999999996,448.6488295968271
2.0,157,48,476.0525,443.64189716726764
2.0,157,49,466.015,446.0187940646164
2.0,157,50,442.28499999999997,445.0966407603919
2.0,157,51,439.56000000000006,438.59197148302263
2.0,157,52,441.245,435.21738017278125
2.0,157,53,444.51,436.2176263044585
2.0,157,54,441.72249999999997,437.42807085874716
2.0,157,55,441.82500000000005,438.76255125883364
2.0,157,56,441.72749999999996,437.90659964587815
2.0,157,57,451.5175,438.1323805486693
2.0,157,58,452.69500000000005,437.1805166222589
2.0,157,59,446.55999999999995,441.49509076092585
2.0,157,60,437.1825,438.1104672295592
2.0,157,61,420.96500000000003,445.00959704621994
2.0,157,62,460.0625,443.49693489069534
2.0,157,63,460.16749999999996,445.2080320785666
2.0,157,64,457.34499999999997,441.20032691342556
2.0,157,65,439.89750000000004,448.2439943649496
2.0,157,66,452.0925,442.2732494442548
2.0,157,67,461.25750000000005,439.03192932578577
2.0,157,68,462.7475,439.20112625289335
2.0,157,69,457.675,440.03685012147105
2.0,157,70,466.7175,441.34984576135577
2.0,157,71,450.28249999999997,439.93891672709066
2.0,157,72,443.42,435.8972890703701
2.0,157,73,443.45,440.8955301796903
2.0,157,74,437.5125,434.5946733204253
2.0,157,75,224.7875,295.0917659021744
2.0,157,76,217.445,173.52722457809335
2.0,157,77,400.87,401.7791406572192
2.0,157,78,367.105,343.9265020173775
2.0,157,79,439.4075,436.6272378921402
2.0,157,80,438.66125,440.5573230398502
2.0,157,81,443.90500000000003,441.06973126428824
2.0,157,82,453.34000000000003,440.9271297145423
2.0,157,83,457.21,443.0748054427468
2.0,157,84,454.97,438.31904806683855
2.0,157,85,450.72,438.15639392463834
2.0,157,86,448.71,439.2369711518481
2.0,157,87,451.21000000000004,444.1969666874335
2.0,157,88,448.9175,447.85160777460334
2.0,157,89,463.1475,442.47967199219613
2.0,157,90,471.80249999999995,440.8371620788046
2.0,157,91,459.315,443.48421500839316
2.0,157,92,462.69500000000005,441.8572157838852
2.0,157,93,468.1725,445.1353690026509
2.0,157,94,475.14250000000004,441.42914447289326
2.0,157,95,469.5075,443.6598421059511
2.0,157,96,455.92,444.2181123540097
2.0,157,97,456.855,441.2286155555519
2.0,157,98,463.7825,449.07585379467446
2.0,157,99,462.36999999999995,451.2471767228607
2.0,157,100,454.2975,442.8213069689013
2.0,157,101,457.22,442.2447083475919
2.0,157,102,448.91499999999996,439.75376328049157
2.0,157,103,447.32500000000005,436.93488050686494
2.0,157,104,339.63,374.6121475955591
2.0,157,105,399.41,391.84277756911814
2.0,157,106,441.97,442.3073207413164
2.0,157,107,442.2925,441.13614385307596
2.0,157,108,442.48999999999995,435.00945894692506
2.0,157,109,441.55,436.7724848379604
2.0,157,110,443.21375,445.48577386180335
2.0,157,111,384.2325,379.2944708256855
2.0,157,112,267.90999999999997,276.4220137227702
2.0,157,113,450.31500000000005,436.9326035086425
2.0,157,114,458.7425,439.04875701325693
2.0,157,115,457.135,444.5840579051177
2.0,157,116,449.695,447.6705457561601
2.0,157,117,457.885,446.15752491635203
2.0,157,118,455.41,444.824738093297
2.0,157,119,455.7075,443.83214873288864
2.0,157,120,455.4,444.82627104146945
2.0,157,121,447.8075,438.62616835908375
2.0,157,122,446.1725,438.1096711018691
2.0,157,123,442.52,441.2601260094028
2.0,157,124,445.085,441.42897508979297
2.0,157,125,447.585,444.6951640179858
2.0,157,126,447.105,437.0750374462797
2.0,157,127,438.555,445.012399237406
2.0,157,128,441.09749999999997,443.72882500963044
2.0,157,129,443.2075,439.87081468937674
2.0,157,130,452.0975,438.9929138737921
2.0,157,131,447.915,439.7368471561508
2.0,157,132,443.4875,435.5323115007838
2.0,157,133,440.7025,436.06207867776965
2.0,157,134,439.3225,437.15391643271084
2.0,157,135,451.35,437.52625804908973
2.0,157,136,456.115,449.4771500703826
2.0,157,137,451.94,437.95650130991345
2.0,157,138,447.46999999999997,437.3425525420099
2.0,157,139,297.82,331.0761713583915
2.0,157,140,356.8,339.79410542260075
2.0,157,141,438.36,436.71675527813505
2.0,157,142,439.82,436.8692460598784
2.0,157,143,446.5125,443.17883451494845
2.0,157,144,450.6775,438.83172043139
2.0,157,145,444.0525,438.350449834481
2.0,157,146,444.5075,439.10418776476865
2.0,157,147,448.64,441.2712633266446
2.0,157,148,461.42,445.88473676327044
2.0,157,149,464.595,440.7162564291109
2.0,157,150,456.4,437.8831700721804
2.0,157,151,445.4625,435.76731516572886
2.0,157,152,416.04249999999996,415.20923811043883
2.0,157,153,411.0725,411.78918884560153
2.0,157,154,443.4525,438.05824158762255
2.0,157,155,455.46999999999997,446.7477347677758
2.0,157,156,455.9175,446.50625490530194
2.0,157,157,459.8175,451.05393487515823
2.0,157,158,449.8325,445.6169385722376
2.0,157,159,444.75500000000005,437.8428638162162
2.0,157,160,446.3925,447.12948235604836
2.0,157,161,451.58500000000004,444.4518927111938
2.0,157,162,466.91499999999996,447.1948256886409
2.0,157,163,475.05499999999995,442.68130882151377
2.0,157,164,474.64250000000004,443.55354759385546
2.0,157,165,469.60749999999996,445.8818599437036
2.0,157,166,455.3525,449.05988774170703
2.0,157,167,462.31249999999994,449.7561227937987
2.0,157,168,461.8175,448.73899103350396
2.0,157,169,457.9325,441.64188732910173
2.0,157,170,443.00749999999994,434.86613489570027
2.0,157,171,440.46625,439.0597573479605
2.0,157,172,440.6175,438.19524439335913
2.0,157,173,448.7975,440.4904071285333
2.0,157,174,446.4075,437.0031945541857
2.0,157,175,442.5525,439.09435040525415
2.0,157,176,452.7425,438.97061395023843
2.0,157,177,460.95,439.9629710944117
2.0,157,178,458.29499999999996,443.819255311023
